id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,seafood_yn,translatedText
7836,"Nuts, Raisins",NA,2,2,1901,1901,0.2,0.2,0,"Nuts, Raisins"
7839,Stewed Huckleberries,NA,2,2,1901,1901,0.15,0.15,0,Stewed Huckleberries
7840,Consomme au fumet de celeri,NA,3,3,1906,1907,0.3,0.3,0,Consume with celery stock
7841,Stewed Raspberries,NA,2,2,1901,1901,0.15,0.15,0,Stewed Raspberries
7842,Liver and Onions,NA,25,26,1900,1914,0.1,20,0,Liver and Onions
7843,Fried filet de sole,NA,3,3,1900,1900,0,0,1,Fried filet de sole
7844,"Crab Flakes, Newburg",NA,12,12,1906,1918,0.75,1.25,1,"Crab Flakes, Newburg"
7846,"""         "" au gratin",NA,1,0,1900,1900,0.4,0.4,0,""""" au gratin"
7848,"Appetit Silz, per box",NA,1,1,1901,1901,0,0,0,"Appetit Silz, per box"
7849,Pates de foie gras,NA,2,2,1901,1901,0.5,0.5,0,Foie gras pates
7850,Codfish fried or broiled,NA,3,3,1900,1900,0.4,0.4,1,Codfish fried or broiled
7852,Marimirter Herring,NA,2,2,1901,1901,0.25,0.25,1,Marimirter Herring
7853,"Caviar, per portion",NA,9,9,1901,1914,0.5,0.5,1,"Caviar, per portion"
7854,Lachs Schinken,NA,4,4,1900,1900,0,0,1,Salmon ham
7855,Sardellen Leberwurst,NA,2,2,1901,1901,0.4,0.4,0,Anchovy liver sausage
7856,Raw Hamburger a la tartar,NA,3,3,1901,1906,0.5,0.5,0,Raw Hamburger a la tartar
7857,Cigars,NA,1109,1114,1885,1969,0,12,0,Cigars
7859,Liqueurs,NA,428,431,1865,1989,0,6.5,0,Liqueurs
7860,"Roast Beef, Mixed Salad",NA,3,3,1901,1964,0.45,0.45,0,"Roast Beef, Mixed Salad"
7861,"Dark and Light Beer on draught, Glass, Pint pitcher, Quart",NA,1,1,1900,1900,0.1,0.5,0,"Dark and Light Beer on draught, Glass, Pint pitcher, Quart"
7862,"Fricandeau of Veal, Mixed Salad",NA,4,4,1900,1901,0.3,0.4,0,"Fricandeau of Veal, Mixed Salad"
7863,Canape,NA,15,15,1900,1967,0,2.25,0,Sofa
7864,"Cold Turkey, Cranberry Sauce",NA,6,6,1901,1963,0.4,1.25,0,"Cold Turkey, Cranberry Sauce"
7865,Chateau Leoville Poyferre,NA,2,2,1901,1901,0,0,0,Chateau Leoville Poyferre
7866,Corned Beef and Salad,NA,3,3,1901,1901,0.3,0.35,0,Corned Beef and Salad
7867,Wine Cups,NA,5,5,1900,1914,0.25,1,0,Wine Cups
7869,"Beef Tongue, Mixed Salad",NA,2,2,1901,1901,0.4,0.4,0,"Beef Tongue, Mixed Salad"
7870,"Striped Bass Broiled, Maitre d'Hotel",NA,2,2,1907,1907,0.4,0.4,1,"Striped Bass Broiled, Maitre d'Hotel"
7871,"Boiled Ham, Mixed Salad",NA,2,2,1901,1901,0.35,0.35,0,"Boiled Ham, Mixed Salad"
7872,"Domestic Frankfurter, potato salad, or sauer kraut, Imp.",NA,1,1,1900,1900,0.25,0.35,0,"Domestic Frankfurter, potato salad, or sauer kraut, Imp."
7873,"White Bait, Deviled",NA,2,2,1907,1907,0.35,0.35,1,"White Bait, Deviled"
7875,English Sole au Gratin,NA,3,3,1907,1907,0.4,0.5,1,English Sole au Gratin
7876,Perrier Jouet Reserve Dry,NA,18,18,1899,1901,1.75,3.5,0,Perrier Jouet Reserve Dry
7877,"Half Long Island Duck, Apple Sauce",NA,2,2,1901,1901,0.6,0.6,0,"Half Long Island Duck, Apple Sauce"
7878,Pork Shanks or Spareribs and Sauer Kraut,NA,1,1,1900,1900,0.25,0.25,0,Pork Shanks or Spareribs and Sauer Kraut
7879,Great Bear Spring Water,NA,2,2,1900,1900,0,0,0,Great Bear Spring Water
7880,Veuve Clicquot Yellow Label,NA,25,26,1897,1914,1.75,15,0,Veuve Clicquot Yellow Label
7881,Dry Monopole Ex.,NA,2,2,1900,1901,2,3.5,0,Dry Monopole Ex.
7883,Scotch Mutton Broth,NA,22,24,1895,1946,0.2,0.45,0,Scotch Mutton Broth
7884,"Premier Brand, Special Dry",NA,10,10,1900,1901,1,2,0,"Premier Brand, Special Dry"
7885,Shredded whole wheat biscuits and cream,NA,4,4,1900,1900,0.2,0.2,0,Shredded whole wheat biscuits and cream
7886,Cream of New Asparagus,NA,10,10,1900,1921,0.1,0.25,0,Cream of New Asparagus
7887,Corned Beef and New Cabbage,NA,11,11,1884,1913,0.15,0.4,0,Corned Beef and New Cabbage
7888,"L. Delmonico, Sec.",NA,1,1,1901,1901,1,1,0,"L. Delmonico, Sec."
7889,"Pot Roast Sirloin, old fashion style",NA,2,2,1900,1900,0.5,0.5,0,"Pot Roast Sirloin, old fashion style"
7890,Champagne Vermouth Cocktail,NA,10,10,1901,1901,1.5,1.5,0,Champagne Vermouth Cocktail
7891,"Lamb's Tongue, Mashed Turnips",NA,2,2,1907,1907,0.35,0.35,0,"Lamb's Tongue, Mashed Turnips"
7892,Appetit Broedchen a la Terrace,NA,2,2,1901,1901,0.3,0.3,0,Appetit Broedchen a la Terrace
7893,"Pabst Blue Ribbon, pt., qt.",NA,1,1,1900,1900,0.15,0.25,0,"Pabst Blue Ribbon, pt., qt."
7894,"Club Sandwich, Mayonnaise",NA,2,2,1901,1901,0.25,0.25,0,"Club Sandwich, Mayonnaise"
7895,Blanquette of Veal with dumplings,NA,4,4,1900,1900,0,0,0,Blanquette of Veal with dumplings
7897,Boiled (2 Eggs),NA,3,3,1900,1900,0.2,0.2,0,Boiled (2 Eggs)
7898,Pot Cheese and Chives,NA,3,3,1901,1940,0.25,0.25,0,Pot Cheese and Chives
7900,"Broiled Pork Tenderloin, with Brussels Sprouts",NA,1,1,1907,1907,0.5,0.5,0,"Broiled Pork Tenderloin, with Brussels Sprouts"
7901,"Oyster Stew, N.Y.C.",NA,3,3,1900,1900,0.25,0.25,1,"Oyster Stew, N.Y.C."
7902,"IMPORTED CULMBACHER, pint",NA,2,2,1900,1900,0.25,0.25,0,"IMPORTED CULMBACHER, pint"
7904,Pig's Knuckles in Gelee,NA,2,2,1901,1901,0.35,0.35,0,Pig's Knuckles in Gelee
7909,Berliner Rollmops,NA,5,5,1901,1910,0.3,0.3,0,Berlin rollmops
7910,Chicken Croquettes with peas,NA,42,42,1890,1921,0,0,0,Chicken Croquettes with peas
7911,"IMPORTED PILS[NER], pint",NA,1,1,1900,1900,0.25,0.25,0,"IMPORTED PILS [DOWN], pint"
7912,Joints,NA,4,4,1900,1900,0,0,0,Joints
7914,Chicken Croquette a la Nesle,NA,2,2,1907,1907,0.5,0.5,0,Chicken Croquette a la Nesle
7916,Fried Shad,NA,9,10,1900,1940,0.2,0.8,1,Fried Shad
7917,""" mushrooms",NA,1,1,1900,1900,0.7,0.7,0,""" mushrooms"
7918,"Cream, small pitcher",NA,16,16,1900,1915,0.05,5,0,"Cream, small pitcher"
7920,Fried Sea Bass,NA,16,17,1900,1945,0.15,0.8,1,Fried Sea Bass
7921,Calf's Feet a la Poulette,NA,4,4,1900,1914,0.4,0.4,0,Chicken Calf's Feet
7922,Butter Toast,NA,84,84,1880,1969,0.05,10,0,Butter Toast
7923,Fried Weakfish,NA,19,19,1900,1921,0.15,0.45,1,Fried Weakfish
7924,"Beef Tongue, raisin sauce",NA,2,2,1900,1900,0,0,0,"Beef Tongue, raisin sauce"
7925,Broiled Weakfish,NA,14,14,1900,1907,0.15,0.4,1,Broiled Weakfish
7927,Capon a la Baltimore,NA,2,2,1900,1900,0.35,0.35,0,Capon a la Baltimore
7928,Claret or Sauterne cup,NA,5,5,1900,1901,0.75,0.75,0,Claret or Sauterne cup
7929,Fried Halibut Steak,NA,15,19,1901,1948,0.25,1.2,1,Fried Halibut Steak
7930,Scrambled with chicken livers,NA,2,2,1900,1900,0,0,0,Scrambled with chicken livers
7931,Soda Crackers,NA,30,31,1880,1965,0.05,0.3,0,Soda Crackers
7932,Broiled Halibut Steak,NA,30,32,1892,1963,0.25,3,1,Broiled Halibut Steak
7933,Bermuda Potatoes in cream,NA,6,6,1889,1915,0.15,0.15,0,Bermuda Potatoes in cream
7935,"Boiled Shoulder of Lamb, Caper Sauce",NA,3,3,1907,1910,0.35,0.35,0,"Boiled Shoulder of Lamb, Caper Sauce"
7937,Fried Salmon Steak,NA,3,3,1906,1907,0,0,1,Fried Salmon Steak
7939,Scotch Wood Cock,NA,4,4,1900,1947,0.4,2,0,Scotch Wood Cock
7942,Chicken Fricassee and Mushrooms,NA,2,2,1907,1907,0.75,0.75,0,Chicken Fricassee and Mushrooms
7943,Cauliflower a la creme,NA,18,18,1861,1907,0.1,40,0,Cauliflower a la creme
7944,Fish Cakes with Tomato Sauce,NA,19,19,1900,1917,0.1,15,1,Fish Cakes with Tomato Sauce
7952,Pastry and Dessert,NA,3,3,1900,1901,NA,NA,0,Pastry and Dessert
7953,Imported Salami,NA,17,19,1900,1969,0.25,2.7,0,Imported Salami
7954,"Peach Pudding, fruit sauce",NA,3,3,1900,1901,0.15,0.15,0,"Peach Pudding, fruit sauce"
7956,Chiffonade Salad,NA,372,387,1897,1974,0,60,0,Chiffonade Salad
7958,Rhubarb Tartelette,NA,2,2,1900,1900,0,0,0,Rhubarb Tartlet
7959,"Spring Chicken Stuffed, cranberry sauce",NA,2,2,1900,1900,0.4,0.4,0,"Spring Chicken Stuffed, cranberry sauce"
7962,Moselblumchen,NA,29,31,1892,1981,0,16,0,Moselblumchen
7964,Hot or Cold Consomme in cup,NA,6,6,1900,1963,0.2,0.2,0,Hot or Cold Consomme in cup
7966,Fresh Strawberry,NA,17,17,1900,2928,0.15,1,0,Fresh Strawberry
7967,"Leg of Southdown Mutton, new wax beans",NA,2,2,1900,1900,0.25,0.25,0,"Leg of Southdown Mutton, new wax beans"
7972,"Domestic Duck with Dressing, apple sauce",NA,2,2,1900,1900,0,0,0,"Domestic Duck with Dressing, apple sauce"
7974,"Special Zinfandel, (Pontet Canet)",NA,11,11,1900,1901,0.6,1,0,"Special Zinfandel, (Pontet Canet)"
7975,"Burgandy, (Macon)",NA,1,1,1901,1901,0.6,1,0,"Burgandy, (Macon)"
7976,Small Chicken Patties,NA,4,4,1900,1905,0.35,0.9,0,Small Chicken Patties
7978,"Short Ribs of Beef, browned potatoes",NA,8,8,1900,1937,0,0,0,"Short Ribs of Beef, browned potatoes"
7983,"Hock, (Hochheimer)",NA,13,13,1900,1901,0.4,0.75,0,"Hock, (Hochheimer)"
7985,"Riesling, (Rudesheimer)",NA,5,5,1901,1901,0,0,0,"Riesling, (Rudesheimer)"
7989,Mixed Nuts and Raisins,NA,37,37,1894,1950,0.15,1,0,Mixed Nuts and Raisins
7990,Mushrooms a la Piemontaise,NA,2,2,1900,1900,0,0,0,Mushrooms in la Piemontaise
7992,Strawberries and Ice Cream,NA,29,30,1891,1914,0,0.5,0,Strawberries and Ice Cream
7993,Catawba Dry,NA,17,17,1900,1901,0.35,1,0,Catawba Dry
7996,Broiled Lamb Kidneys on toast,NA,13,13,1900,1905,0.25,0.4,0,Broiled Lamb Kidneys on toast
7997,Souffle,NA,11,11,1900,1972,0.25,0.75,0,Breath
7998,"Pork Chops Saute, gherkin sauce",NA,2,2,1900,1900,0,0,0,"Pork Chops Saute, gherkin sauce"
7999,Boiled Eggs (3),NA,16,16,1895,1919,0.2,0.4,0,Boiled Eggs (3)
8000,Dropped Eggs on Toast,NA,5,5,1894,1907,0.3,0.4,0,Dropped Eggs on Toast
8001,Eggs a la Thorndike,NA,1,1,1907,1907,0.45,0.45,0,Eggs a la Thorndike
8002,Scrambled Eggs and Smoked Beef,NA,1,1,1907,1907,0.45,0.45,0,Scrambled Eggs and Smoked Beef
8003,Coquilles of Sweetbreads a la Dreux,NA,2,2,1900,1900,0,0,0,Coquilles of Sweetbreads a la Dreux
8005,With Fine Herbs,NA,2,2,1901,1907,0.25,0.35,0,With Fine Herbs
8006,"Salt Mackerel, Boiled",NA,49,51,1899,1941,0.15,0.75,1,"Salt Mackerel, Boiled"
8007,Broiled Haddock,NA,5,5,1900,1915,0.3,0.5,1,Broiled Haddock
8008,"Sweet Potatoes, Southern Style",NA,88,90,1899,1937,0,0.5,0,"Sweet Potatoes, Southern Style"
8009,Hash in cream,NA,3,3,1900,1900,0.1,0.25,0,Hash in cream
8010,Hash brown,NA,6,6,1900,1946,0.2,20,0,Hash brown
8011,Spanish Style,NA,5,5,1900,1907,0.4,0.5,0,Spanish Style
8012,Fried Cod's Head,NA,2,2,1907,1907,0.35,0.35,1,Fried Cod's Head
8013,Clam Omelette,NA,9,9,1900,1962,0.25,1.75,1,Clam Omelette
8014,Halibut's Nape,NA,1,1,1907,1907,0.4,0.4,1,Halibut's Nape
8015,""" fried",NA,2,2,1901,1918,0.25,25,0,""" fried"
8017,""" sautees",NA,1,1,1900,1900,0.2,0.2,0,""" sautees"
8020,Oysters Fried in Crumbs,NA,7,7,1887,1907,0.3,0.6,1,Oysters Fried in Crumbs
8021,Fried & Grilled Sweets,NA,1,1,1907,1907,0.2,0.2,0,Fried & Grilled Sweets
8022,Oysters Fried in Batter,NA,16,16,1865,1907,0,0,1,Oysters Fried in Batter
8023,Potato Saute,NA,16,16,1891,1950,0.1,0.4,0,Potato Saute
8024,Fried Clams in Batter,NA,1,1,1907,1907,0.4,0.4,1,Fried Clams in Batter
8025,Fish Balls and Pork,NA,1,1,1907,1907,0.3,0.3,1,Fish Balls and Pork
8026,Hot or Cold Rolls,NA,1,1,1907,1907,0.15,0.15,0,Hot or Cold Rolls
8027,Hot Corn Rolls,NA,2,2,1900,1907,0.1,0.15,0,Hot Corn Rolls
8028,Apple Dumplings,NA,13,13,1880,1905,0.05,0.1,0,Apple Dumplings
8029,"Fricassee of Lamb, new potatoes",NA,2,2,1900,1900,0.25,0.25,0,"Fricassee of Lamb, new potatoes"
8030,Graham Biscuit,NA,4,4,1894,1907,0.1,0.15,0,Graham Biscuit
8031,Sweet Muffins,NA,2,2,1898,1907,0.15,0.15,0,Sweet Muffins
8032,Pearl Grits,NA,1,1,1906,1906,0,0,0,Pearl Grits
8033,English Muffins (2) or (3),NA,1,1,1907,1907,0,0,0,English Muffins (2) or (3)
8034,Grape Nuts,NA,187,218,1900,1969,0,0.35,0,Grape Nuts
8035,Quaker Wheat Berries,NA,1,1,1907,1907,0.15,0.15,0,Quaker Wheat Berries
8036,"Brown Bread, Toasted",NA,2,2,1906,1907,0.15,0.15,0,"Brown Bread, Toasted"
8037,Goose Liver Pate,NA,11,11,1901,1907,0,1,0,Goose Liver Pate
8038,Hominy and Cream,NA,32,33,1894,1914,0.15,15,0,Hominy and Cream
8039,Cracked Wheat and Cream,NA,5,5,1900,1907,0.15,0.25,0,Cracked Wheat and Cream
8040,Philadelphia Squab Braised a la Gallicienne,NA,2,2,1900,1900,0.4,0.4,0,Philadelphia Squab Braised a la Gallicienne
8041,"Small Breakfast Steak, single service only",NA,1,1,1907,1907,0,0,0,"Small Breakfast Steak, single service only"
8042,Pearled Wheat and Cream,NA,1,1,1907,1907,0.15,0.15,0,Pearled Wheat and Cream
8043,Oat Meal and Cream,NA,9,9,1900,1907,0.15,0.4,0,Oat Meal and Cream
8044,Small Breakfast Sirloin,NA,1,1,1907,1907,0.75,0.75,0,Small Breakfast Sirloin
8045,Rice Bread or Sago,NA,1,1,1900,1900,0.05,0.05,0,Rice Bread or Sago
8046,Force and Cream,NA,4,4,1906,1917,0.1,0.35,0,Force and Cream
8047,Veal Cutlets a la Castillane,NA,2,2,1900,1900,0,0,0,Veal Cutlets a la Castillane
8048,Waffles with New Maple Syrup,NA,1,1,1907,1907,0.25,0.25,0,Waffles with New Maple Syrup
8050,Home-made Preserved Fruit,NA,2,2,1900,1900,0,0,0,Home-made Preserved Fruit
8051,"Sirloin Steak, Mushrooms",NA,15,15,1900,1907,0.35,1.25,0,"Sirloin Steak, Mushrooms"
8052,"Breast of Mutton Breaded, paprika sauce",NA,2,2,1900,1900,0,0,0,"Breast of Mutton Breaded, paprika sauce"
8056,Fried Pudding,NA,2,2,1859,1907,0.15,0.15,0,Fried Pudding
8057,Pettijohn's Breakfast Food,NA,11,11,1894,1907,0.15,15,0,Pettijohn's Breakfast Food
8058,Hashed Turkey a la Polonaise,NA,2,2,1900,1900,0.3,0.3,0,Hashed Turkey a la Polonaise
8060,Cocoa or Broma per pot,NA,1,1,1907,1907,0.2,0.25,0,Cocoa or Joke per pot
8061,"Tenderloin Steak, Mushrooms",NA,11,11,1900,1907,0,0,0,"Tenderloin Steak, Mushrooms"
8062,"""Salada"" Ceylon Tea",NA,2,2,1907,1907,0.15,0.2,0,"""Salada"" Ceylon Tea"
8063,Tenderloin Steak and Onions,NA,7,7,1900,1907,0.4,1.25,0,Tenderloin Steak and Onions
8064,Horlicks Malted Milk,NA,6,6,1901,1940,0.15,0.3,0,Horlicks Malted Milk
8065,Milk in Bowl,NA,1,1,1907,1907,0.15,0.15,0,Milk in Bowl
8066,Large Porter House Steak,NA,2,2,1887,1907,0,0,0,Large Porter House Steak
8067,"Hamburg Steak, Creole sauce",NA,2,2,1900,1900,0,0,0,"Hamburg Steak, Creole sauce"
8068,Chocolate per pot,NA,17,17,1900,1924,0.15,0.3,0,Chocolate for pot
8069,Milk per glass,NA,19,19,1900,1970,0,0.5,0,Milk per glass
8070,Orange Water Ice,NA,429,444,1881,1965,0,0.4,0,Orange Water Ice
8071,Broiled Kidneys with Mushrooms,NA,1,1,1907,1907,0,0,0,Broiled Kidneys with Mushrooms
8073,"Clam Chowder, Fulton Market",NA,2,2,1900,1900,0,0,1,"Clam Chowder, Fulton Market"
8074,"Postum Cereal, per pot",NA,1,1,1907,1907,0.15,0.3,0,"Posthumous Cereal, per pot"
8075,"Boiled Mackinaw Trout, shrimp sauce",NA,2,2,1900,1900,0,0,1,"Boiled Mackinaw Trout, shrimp sauce"
8076,"Clam broth, per cup",NA,49,49,1892,1918,0.15,0.25,1,"Clam broth, per cup"
8077,Oolong Green or English Breakfast Tea per pot,NA,1,1,1907,1907,0,0,0,Oolong Green or English Breakfast Tea per pot
8078,Queen fritters au marasquin,NA,1,1,1900,1900,0.4,0.4,0,Queen fritters au marasquin
8079,Special Jar Extra Heavy Cream,NA,1,1,1907,1907,0.1,0.1,0,Special Jar Extra Heavy Cream
8080,Bacon Rasher,NA,2,2,1887,1907,0.25,0.25,0,Bacon Rasher
8082,"Concomme, per cup",NA,1,1,1900,1900,0,0,0,"Concomme, per cup"
8083,Bread and Butter not included with above,NA,1,1,1907,1907,0,0,0,Bread and Butter not included with above
8084,Bacon Rasher and Baked Potatoes,NA,1,1,1907,1907,0.3,0.3,0,Bacon Rasher and Baked Potatoes
8085,"Half Broiled Fresh Mackerel, maitre d'hotel",NA,2,2,1900,1900,0,0,1,"Half Broiled Fresh Mackerel, maitre d'hotel"
8086,Bar-le-Duc jelly (jar),NA,4,4,1900,1901,0.35,0.4,0,Bar-le-Duc jelly (jar)
8087,Broiled or Fried Sausages,NA,1,1,1907,1907,0.35,0.35,0,Broiled or Fried Sausages
8091,Sea Food Combination (in chafing dish),NA,2,2,1900,1900,0,0,1,Sea Food Combination (in chafing dish)
8092,"Broiled Chicken on Toast, half",NA,3,3,1906,1907,0.35,0.65,0,"Broiled Chicken on Toast, half"
8093,"Broiled Chicken on Toast, whole",NA,3,3,1906,1907,0.6,1.25,0,"Broiled Chicken on Toast, whole"
8094,Smyrna Dates,NA,3,3,1907,1907,0.35,0.35,0,Smyrna Dates
8095,Old English dairy,NA,3,3,1892,1900,0.15,0.3,0,Old English dairy
8096,Minced Chicken on Toast,NA,28,29,1895,1937,0,0.65,0,Minced Chicken on Toast
8097,Fried Veal and Bacon,NA,1,1,1907,1907,0,0,0,Fried Veal and Bacon
8098,"Fried Soft Shell Crabs, per pair",NA,2,2,1900,1900,0.4,0.4,1,"Fried Soft Shell Crabs, per pair"
8099,Stewed Chicken Livers,NA,1,1,1907,1907,0.4,0.4,0,Stewed Chicken Livers
8100,Apple or Grape Square,NA,1,1,1907,1907,0.15,0.15,0,Apple or Grape Square
8101,Veal Steak,NA,28,28,1865,1976,0,2.9,0,Veal Steak
8102,Minced Turkey on Toast,NA,1,1,1901,1907,0,0,0,Minced Turkey on Toast
8103,"Brie, Swiss, Roquefort, Oregon Cream or Cream",NA,1,1,1907,1907,0.15,0.15,0,"Brie, Swiss, Roquefort, Oregon Cream or Cream"
8104,Grape Fruit and Sherry or Maraschino,NA,1,1,1907,1907,0.35,0.35,0,Grape Fruit and Sherry or Maraschino
8105,Consomme a l'Africaine,NA,4,4,1900,1900,0.1,0.1,0,African consumed
8109,Gumbo with Frogs,NA,2,2,1900,1900,0.15,0.15,1,Gumbo with Frogs
8110,Vanilla or Cafe Ice Cream,NA,1,1,1907,1907,0.25,0.25,0,Vanilla or Cafe Ice Cream
8111,Omelette au Rhum or Kirsch,NA,2,3,1907,1913,0.4,0.5,0,Omelette with Rum or Kirsch
8112,"with mayonnaise, 10 cents extra",NA,1,1,1900,1900,0,0,0,"with mayonnaise, 10 cents extra"
8113,Peach Flambe,NA,5,6,1907,1958,0.5,2,0,Peach Flambe
8116,Plum Pudding,NA,86,87,1865,1947,0.05,60,0,Plum Pudding
8118,"Lamb Chops, Estragon (2)",NA,2,2,1906,1907,0.75,0.75,0,"Lamb Chops, Estragon (2)"
8120,"Grilled Smelts, maitre d'hotel",NA,2,2,1906,1907,0,0,1,"Grilled Smelts, maitre d'hotel"
8121,"Half Fried Chicken, Maryland",NA,7,7,1900,1955,0.35,2.5,0,"Half Fried Chicken, Maryland"
8122,Fried scallops with bacon,NA,51,52,1892,1960,0.2,60,1,Fried scallops with bacon
8123,"Boiled Rock Cod, Egg Sauce",NA,7,7,1900,1921,NA,NA,1,"Boiled Rock Cod, Egg Sauce"
8124,"Terrapin, Maryland style",NA,21,21,1894,1913,1.25,250,1,"Terrapin, Maryland style"
8125,"Sirloin of Beef, Hot or Cold",NA,2,2,1900,1900,0.15,0.15,0,"Sirloin of Beef, Hot or Cold"
8126,Home-made Bread Pudding,NA,3,3,1900,1900,0.05,0.05,0,Home-made Bread Pudding
8127,"Broiled Fresh Herring, Maitre d'Hotel",NA,1,1,1900,1900,0,0,1,"Broiled Fresh Herring, Maitre d'Hotel"
8129,Chicken Liver and Bacon on toast (1),NA,2,2,1906,1907,0,0,0,Chicken Liver and Bacon on toast (1)
8130,"Codfish Cakes, Tomato Sauce",NA,16,16,1900,1955,0.15,0.35,1,"Codfish Cakes, Tomato Sauce"
8131,"Fried Brook Trout, with bacon",NA,1,1,1900,1900,0.45,0.45,1,"Fried Brook Trout, with bacon"
8132,Cup Cornstarch with Pure Cream,NA,3,3,1900,1900,0.1,0.1,0,Cup Cornstarch with Pure Cream
8133,"Brochettes of Chicken Liver, vert-pre",NA,2,2,1906,1907,0.5,0.5,0,"Skewers of Chicken Liver, meadow green"
8134,Turc,NA,3,3,1907,1918,0.2,0.25,0,Turkish
8135,Small Order Spaghetti,NA,3,3,1900,1900,0,0,0,Small Order Spaghetti
8136,"Stuffed Lobster, deviled",NA,3,3,1900,1900,0.35,0.6,1,"Stuffed Lobster, deviled"
8137,"Medaillon of Sweetbread, Virginia (1)",NA,2,2,1906,1907,0.75,0.75,0,"Medaillon of Sweetbread, Virginia (1)"
8138,Broiled deviled lobster,NA,3,3,1900,1906,0.35,1.25,1,Broiled deviled lobster
8139,Broiled Squab Chicken a la Roberts,NA,2,2,1906,1907,0,0,0,Broiled Squab Chicken a la Roberts
8140,Cup Rice Custard with Pure Cream,NA,3,3,1900,1900,0.1,0.1,0,Cup Rice Custard with Pure Cream
8141,Pabst Selected Brew,NA,3,3,1907,1907,0.1,0.1,0,Pabst Selected Brew
8142,North Carolina shad and roe,NA,1,1,1900,1900,0.4,0.75,1,North Carolina shad and roe
8143,"Frogs' Legs, Senorita",NA,3,3,1906,1907,0.5,1,1,"Frogs' Legs, Senorita"
8144,"Roast Fresh Ham, Red Cabbage",NA,3,3,1900,1900,0,0,0,"Roast Fresh Ham, Red Cabbage"
8145,california claret,NA,14,14,1896,1943,0.15,3,0,california claret
8146,"Kernal of Lamb, Clarence (1)",NA,1,1,1906,1906,0.6,0.6,0,"Kernal of Lamb, Clarence (1)"
8147,"Boiled striped bass, sauce Hollandaise",NA,5,5,1898,1921,0.35,0.75,1,"Boiled striped bass, sauce Hollandaise"
8149,small bottle,NA,2,2,1900,1948,0.1,0.5,0,small bottle
8150,"Chicken Livers Sautes, Italienne",NA,3,3,1900,1900,0,0,0,"Chicken Livers Saute, Italian"
8152,"Cromesquis of Sweetbreads, Florentine",NA,3,3,1900,1900,0.25,0.25,0,"Cromesquis of Sweetbreads, Florentine"
8153,Deviled Veal Kidney with sweet pepper (1),NA,2,2,1906,1907,0.6,0.6,0,Deviled Veal Kidney with sweet pepper (1)
8155,"Roast Prime Rib of Beef, Mushroom Sauce",NA,3,3,1900,1900,0,0,0,"Roast Prime Rib of Beef, Mushroom Sauce"
8156,Coquille of salmon a la creme,NA,1,1,1900,1900,0,0,1,Salmon shell with cream
8158,Roast Philadelphia Chicken au Jus,NA,3,3,1900,1901,0,0,0,Roast Philadelphia Chicken au Jus
8159,Pommes croquettes,NA,34,34,1883,1978,0,0.3,0,Apples croquettes
8160,Fried salt pork with apples,NA,1,1,1900,1900,0.3,0.5,0,Fried salt pork with apples
8162,Quail,NA,92,102,1865,1958,0.5,75,0,Quail
8163,Napa Soda,NA,47,49,1891,1928,0.15,0.4,0,Napa Soda
8164,"SPECIAL - short ribs of beef, home-made style",NA,1,1,1900,1900,0,0,0,"SPECIAL - short ribs of beef, home-made style"
8165,Salmon,NA,121,123,1865,1973,0,60,1,Salmon
8166,"Barsac, Barton & Guestier",NA,11,12,1900,1917,0.75,2.5,0,"Barsac, Barton & Guestier"
8167,Chicken saute d'Orsay,NA,1,1,1900,1900,0.25,0.65,0,Chicken saute d'Orsay
8169,"Bartlett, Still",NA,3,3,1907,1907,0.25,0.5,0,"Bartlett, Still"
8170,"Brochette of sweetbreads, St. Laurent",NA,1,1,1900,1900,0.5,0.9,0,"Brochette of sweetbreads, St. Laurent"
8171,Fried Egg Sandwich (2),NA,5,5,1900,1900,0.1,0.1,0,Fried Egg Sandwich (2)
8172,B. Bert Sauterne,NA,2,2,1907,1907,1.25,2.5,0,B. Bert Sauterne
8173,"Pint Bottle New York Beer, Ice Cold",NA,1,1,1900,1900,0,0,0,"Pint Bottle New York Beer, Ice Cold"
8174,Virginia Sora (2),NA,1,1,1906,1906,0.9,0.9,0,Virginia Sora (2)
8175,Vichy Celestine,NA,10,10,1907,1967,0,0.5,0,Vichy Celestine
8176,Broiled Squab Guinea Hen,NA,3,3,1906,1907,1.5,1.5,0,Broiled Squab Guinea Hen
8177,Premium Ham and Eggs,NA,2,2,1900,1900,0.25,0.3,0,Premium Ham and Eggs
8178,Kaiser-Schnitzel,NA,1,1,1900,1900,0,0,0,Kaiser schnitzel
8179,"Pate de Foie-gras, p. p.",NA,4,4,1906,1907,0.75,0.75,0,"Foie-gras Pate, p. p."
8184,Rumpsteak,NA,19,25,1899,1976,0,0,0,Rumpsteak
8189,"Roderick Dhu, Scotch Whiskey",NA,14,14,1900,1901,0.25,0.25,0,"Roderick Dhu, Scotch Whiskey"
8190,Westphalían Ham,NA,176,180,1892,1969,0,60,0,Westphalían Ham
8192,Buckwheat Cakes with Vermont Maple Syrup,NA,18,18,1899,1900,0.1,10,0,Buckwheat Cakes with Vermont Maple Syrup
8193,J. Walker's O.B. Scotch Whiskey,NA,5,5,1901,1901,0.25,0.25,0,J. Walker's O.B. Scotch Whiskey
